pool_id,cif_id,source,n_atoms,n_metal_atoms,metal_fraction,formula_weight,cell_volume,density
qmof__APOLAU_FSR,APOLAU_FSR,qmof,128,8,0.0625,1869.3875599999985,55203.18849439597,0.05623209743240058
qmof__AQIFEM_FSR,AQIFEM_FSR,qmof,70,2,0.02857142857142857,770.3676900000003,46933.01691903725,0.027256411986004495
qmof__AQOBAL_FSR,AQOBAL_FSR,qmof,108,4,0.037037037037037035,1484.1919200000002,29970.07630849226,0.0822339803250254
qmof__ARIPAT_FSR,ARIPAT_FSR,qmof,96,8,0.08333333333333333,1615.6764799999992,27407.672298409845,0.0978884264528524
qmof__ASOGEW_FSR,ASOGEW_FSR,qmof,110,2,0.01818181818181818,1157.77223,41925.47887706471,0.04585579150513452
qmof__ASUQIO_FSR,ASUQIO_FSR,qmof,112,8,0.07142857142857142,1277.2523199999982,55847.82884292449,0.03797689935683485
qmof__AVAWEA01_FSR,AVAWEA01_FSR,qmof,84,2,0.023809523809523808,883.4765600000005,29706.843084781958,0.04938415496114799
qmof__AVOLAZ_FSR,AVOLAZ_FSR,qmof,53,4,0.07547169811320754,732.51308928,37806.973810274525,0.03217307493716227
qmof__AVUJOR_FSR,AVUJOR_FSR,qmof,92,4,0.043478260869565216,1629.730959999998,36293.048852980166,0.07456612251261165
qmof__AVUKAE_FSR,AVUKAE_FSR,qmof,92,4,0.043478260869565216,1669.7669599999979,40163.09578348472,0.06903634331739114
qmof__AWEHIU_FSR,AWEHIU_FSR,qmof,136,8,0.058823529411764705,2879.446080000006,40189.27922104083,0.11897284048590132
qmof__AWOVUE_FSR,AWOVUE_FSR,qmof,72,2,0.027777777777777776,784.3229200000001,51169.77940300589,0.025452500766756855
qmof__AXEPIE_FSR,AXEPIE_FSR,qmof,36,2,0.05555555555555555,348.1690985599999,41914.8640278309,0.013793397720624904
qmof__AXIVIM_FSR,AXIVIM_FSR,qmof,82,2,0.024390243902439025,985.6100800000004,47163.77988648338,0.03470129082558533
qmof__AXUVAS_FSR,AXUVAS_FSR,qmof,96,4,0.041666666666666664,1252.2113600000007,40462.717504228545,0.0513891802423556
qmof__AYELOH_FSR,AYELOH_FSR,qmof,40,4,0.1,978.08412,49219.62812889084,0.032997951293495115
qmof__AYIMOL_FSR,AYIMOL_FSR,qmof,132,4,0.030303030303030304,1380.659120000001,37836.24695870718,0.060593705525806084
qmof__AYUDUV_FSR,AYUDUV_FSR,qmof,324,4,0.012345679012345678,3280.3123200000014,60213.1068067101,0.09046347293613263
qmof__AZIMAY_FSR,AZIMAY_FSR,qmof,110,2,0.01818181818181818,1267.3277600000008,38668.86353564402,0.05442226802778524
qmof__AZITEJ_FSR,AZITEJ_FSR,qmof,82,2,0.024390243902439025,857.2936799999998,31063.55353307476,0.045827649617534584
qmof__AZUFAC_FSR,AZUFAC_FSR,qmof,176,8,0.045454545454545456,4224.76875599999,54318.34403209238,0.12915330339496783
qmof__BABQUS_FSR,BABQUS_FSR,qmof,104,4,0.038461538461538464,1237.8709680000015,52113.72027659592,0.03944322322152643
qmof__BACHAP02_FSR,BACHAP02_FSR,qmof,152,4,0.02631578947368421,1355.4095200000008,48275.84974101477,0.04662187141761215
qmof__BAFKUR_FSR,BAFKUR_FSR,qmof,110,2,0.01818181818181818,1078.7762300000004,45453.377571050194,0.03941071422545725
qmof__BAHOXH13_FSR,BAHOXH13_FSR,qmof,42,2,0.047619047619047616,702.8228800000004,31820.734737749215,0.03667623826912536
qmof__BAHZAO_FSR,BAHZAO_FSR,qmof,50,2,0.04,480.29185855999964,35078.40988658504,0.022736019023878385
qmof__BAQXEY_FSR,BAQXEY_FSR,qmof,68,4,0.058823529411764705,1713.683039999999,43949.72868371776,0.06474755865203063
qmof__BARMOX_FSR,BARMOX_FSR,qmof,92,4,0.043478260869565216,1059.9944000000012,34338.989183202204,0.051258413641315254
qmof__BASYOM_FSR,BASYOM_FSR,qmof,104,4,0.038461538461538464,1274.4754400000004,39841.98450721281,0.05311774209337129
qmof__BAVYIH_FSR,BAVYIH_FSR,qmof,80,2,0.025,1057.2807600000012,43494.97359668403,0.040364572298036486
qmof__BAXHIT_FSR,BAXHIT_FSR,qmof,180,4,0.022222222222222223,2446.113091200001,42156.761354334,0.096351480018085
qmof__BAXJAN01_FSR,BAXJAN01_FSR,qmof,180,4,0.022222222222222223,2378.5170912000003,42998.85559277892,0.09185408532539366
qmof__BAXPOG_FSR,BAXPOG_FSR,qmof,102,2,0.0196078431372549,1493.685240000002,56534.157435101886,0.04387299301437498
qmof__BECBIU_FSR,BECBIU_FSR,qmof,72,4,0.05555555555555555,914.7152000000008,53512.268174104356,0.028384525198426724
qmof__BEHMEI_FSR,BEHMEI_FSR,qmof,142,4,0.028169014084507043,1504.9099600000015,34413.58564916767,0.07261555961565098
qmof__BEMWAS_FSR,BEMWAS_FSR,qmof,106,2,0.018867924528301886,998.6719900000006,48050.98738398481,0.03451196207191532
qmof__BEMWIA_FSR,BEMWIA_FSR,qmof,106,2,0.018867924528301886,1007.8976000000006,48466.9656119404,0.03453183666030986
qmof__BENVOI_FSR,BENVOI_FSR,qmof,94,2,0.02127659574468085,1029.8922400000008,42064.174237677566,0.040656362092004454
qmof__BEQBUW_FSR,BEQBUW_FSR,qmof,84,2,0.023809523809523808,913.4228528000001,29651.28284037901,0.05115375073533356
qmof__BEVSAY_FSR,BEVSAY_FSR,qmof,116,8,0.06896551724137931,2086.9513599999964,34360.01373341401,0.10085747608429917
qmof__BEXBOW_FSR,BEXBOW_FSR,qmof,138,2,0.014492753623188406,1433.897119999999,46335.55875294864,0.051386931534384596
qmof__BIFFAY_FSR,BIFFAY_FSR,qmof,68,4,0.058823529411764705,990.4221785600012,37680.22477301929,0.043647157888070616
qmof__BIHRAO_FSR,BIHRAO_FSR,qmof,110,2,0.01818181818181818,1280.1213200000007,29457.191171444472,0.07216205542055165
qmof__BIJYAW_FSR,BIJYAW_FSR,qmof,72,4,0.05555555555555555,1238.3773999999996,40996.43807443902,0.050159822376780294
qmof__BIMSAU_FSR,BIMSAU_FSR,qmof,94,2,0.02127659574468085,956.5808900000007,33899.85198012583,0.046856839939573756
qmof__BINSID_FSR,BINSID_FSR,qmof,38,2,0.05263157894736842,408.25053856000005,35675.888054369934,0.019002076898722974
qmof__BIPFOX_FSR,BIPFOX_FSR,qmof,72,6,0.08333333333333333,1290.6562399999993,44992.383324351315,0.04763439830739316
qmof__BIPGUD_FSR,BIPGUD_FSR,qmof,102,2,0.0196078431372549,958.6065900000004,43163.89621686471,0.036878128058635974
qmof__BISRUQ_FSR,BISRUQ_FSR,qmof,252,8,0.031746031746031744,2356.276720000004,41952.418380134266,0.0932649343317212
qmof__BIWSAE_FSR,BIWSAE_FSR,qmof,98,4,0.04081632653061224,1524.658080000001,26584.13985291004,0.09523551708106931
qmof__BIYJAV01_FSR,BIYJAV01_FSR,qmof,132,4,0.030303030303030304,1891.2808000000005,36435.181111966565,0.0861954176832413
qmof__BIZHID01_FSR,BIZHID01_FSR,qmof,78,2,0.02564102564102564,791.9860799999997,37787.14907206658,0.03480346780158581
qmof__BOFWUQ_FSR,BOFWUQ_FSR,qmof,114,2,0.017543859649122806,1097.749520000001,53470.093700961814,0.03409113089451366
qmof__BOJXEE_FSR,BOJXEE_FSR,qmof,56,4,0.07142857142857142,981.917360000001,31830.309407071658,0.051225142539471864
qmof__BONNIC_FSR,BONNIC_FSR,qmof,96,2,0.020833333333333332,987.5859200000009,29306.89117195203,0.05595697585807338
qmof__BOWLUW_FSR,BOWLUW_FSR,qmof,180,4,0.022222222222222223,2406.0770912000007,42910.63332932439,0.09310943925077225
qmof__BOXMUY_FSR,BOXMUY_FSR,qmof,64,4,0.0625,962.7440800000012,45598.195728951985,0.03506003100387633
qmof__BOYSIT_FSR,BOYSIT_FSR,qmof,130,2,0.015384615384615385,1281.8734799999995,38138.267272980265,0.05581273466732817
qmof__BUBPOF_FSR,BUBPOF_FSR,qmof,54,2,0.037037037037037035,757.0040799999999,33902.995702331486,0.03707739750942263
qmof__BUBZAB_FSR,BUBZAB_FSR,qmof,116,4,0.034482758620689655,2710.5291999999986,33849.5425770733,0.1329689941159968
qmof__BUHDAL_FSR,BUHDAL_FSR,qmof,96,4,0.041666666666666664,1104.4701,37753.44283484086,0.04857876821896313
qmof__BULYEN_FSR,BULYEN_FSR,qmof,87,3,0.034482758620689655,1021.5811450000006,36326.3007239924,0.0466982700458144
qmof__BUNLON_FSR,BUNLON_FSR,qmof,124,2,0.016129032258064516,1171.9319199999998,47502.013455370296,0.04096750000679261
qmof__BUQRUB_FSR,BUQRUB_FSR,qmof,146,6,0.0410958904109589,1735.3571199999997,48389.37549858377,0.05955084690743325
qmof__BUQSIS_FSR,BUQSIS_FSR,qmof,372,6,0.016129032258064516,3371.537760000001,56949.77818922118,0.09830714610327826
qmof__BUTJEG_FSR,BUTJEG_FSR,qmof,78,2,0.02564102564102564,848.4592700000003,33488.92978530514,0.04207061178981418
qmof__BUXHUY_FSR,BUXHUY_FSR,qmof,144,4,0.027777777777777776,1588.565471999996,38617.91004407176,0.06830703741081406
qmof__BUZHUA_FSR,BUZHUA_FSR,qmof,61,1,0.01639344262295082,592.0042863999998,35879.71873409508,0.02739838214583619
qmof__CABNUS_FSR,CABNUS_FSR,qmof,376,8,0.02127659574468085,3342.3423999999936,56035.28982695952,0.0990463357340101
qmof__CADJEX_FSR,CADJEX_FSR,qmof,82,2,0.024390243902439025,819.7643200000002,58038.73956927843,0.023454173692726663
qmof__CASQEU_FSR,CASQEU_FSR,qmof,122,2,0.01639344262295082,1378.9007084,58258.95955280203,0.03930242683419993
qmof__CAVXOP_FSR,CAVXOP_FSR,qmof,44,4,0.09090909090909091,709.9035200000005,47997.70603441094,0.0245599764212007
qmof__CAWGAJ_FSR,CAWGAJ_FSR,qmof,328,16,0.04878048780487805,5309.771862399972,56977.88491860474,0.15474571625191355
qmof__CAXWIK_FSR,CAXWIK_FSR,qmof,102,2,0.0196078431372549,1157.90064,54998.75340007793,0.03495968779464042
qmof__CAXXOQ_FSR,CAXXOQ_FSR,qmof,38,2,0.05263157894736842,511.36192,38217.010370648706,0.022218808773794996
qmof__CAXXUW_FSR,CAXXUW_FSR,qmof,88,4,0.045454545454545456,1094.7849600000009,55058.07292355418,0.03301846757568583
qmof__CAYKOE_FSR,CAYKOE_FSR,qmof,90,2,0.022222222222222223,1215.2210000000005,40282.34183872202,0.05009445461566886
qmof__CAZXIN_FSR,CAZXIN_FSR,qmof,128,2,0.015625,1237.8364800000004,45115.853186374196,0.045559945959825515
qmof__CAZXOT_FSR,CAZXOT_FSR,qmof,372,6,0.016129032258064516,3569.3810399999948,33495.776318210825,0.1769505684595497
qmof__CEBCAP_FSR,CEBCAP_FSR,qmof,74,2,0.02702702702702703,708.6523200000004,42800.92953852506,0.02749344172391253
qmof__CEFHAZ_FSR,CEFHAZ_FSR,qmof,41,3,0.07317073170731707,1074.7812800000002,35445.90883246112,0.050350417362015065
qmof__CEHPOV_FSR,CEHPOV_FSR,qmof,84,4,0.047619047619047616,1062.6705600000012,39215.814225817456,0.044997305669710795
qmof__CEHXAQ_FSR,CEHXAQ_FSR,qmof,65,3,0.046153846153846156,930.619080000001,44938.51344396079,0.034387638131163564
qmof__CEJJEJ_FSR,CEJJEJ_FSR,qmof,52,2,0.038461538461538464,840.2168600000007,34141.01854200511,0.04086617740268632
qmof__CEJKAG_FSR,CEJKAG_FSR,qmof,52,2,0.038461538461538464,872.9015600000007,32741.34318807092,0.04427085148431526
qmof__CEJKEK_FSR,CEJKEK_FSR,qmof,52,2,0.038461538461538464,859.1215600000007,33288.13284888067,0.04285626111307434
qmof__CEKHEG_FSR,CEKHEG_FSR,qmof,112,14,0.125,2336.7710800000013,55508.811269649785,0.06990421122858172
qmof__CEMJAI_FSR,CEMJAI_FSR,qmof,64,2,0.03125,799.4826000000005,33853.95233159499,0.0392146854040423
qmof__CENSOD_FSR,CENSOD_FSR,qmof,144,8,0.05555555555555555,2072.6166399999993,39531.11629803299,0.0870620721878395
qmof__CENSUJ_FSR,CENSUJ_FSR,qmof,84,4,0.047619047619047616,1092.4146400000018,42360.00268466957,0.04282334918978365
qmof__CEPCOS_FSR,CEPCOS_FSR,qmof,74,2,0.02702702702702703,761.64564,31704.270833417755,0.039891860209333795
qmof__CEPDAF_FSR,CEPDAF_FSR,qmof,64,2,0.03125,699.3117999999998,39794.91842417101,0.029180473528224248
qmof__CEPGIN_FSR,CEPGIN_FSR,qmof,116,4,0.034482758620689655,1424.3452000000002,36831.81204639468,0.06421570695313397
qmof__CERGAH_FSR,CERGAH_FSR,qmof,62,2,0.03225806451612903,686.40993,42560.169819465824,0.026781154993085907
qmof__CERHEM_FSR,CERHEM_FSR,qmof,50,2,0.04,739.3354599999996,51836.06741999376,0.023684192797757356
qmof__CESYEF01_FSR,CESYEF01_FSR,qmof,56,4,0.07142857142857142,919.8786400000014,57269.12533080615,0.026672214905108935
qmof__CEVFAN_FSR,CEVFAN_FSR,qmof,232,4,0.017241379310344827,2247.5196000000046,54527.90883193772,0.06844374153888837
qmof__CEZCAN_FSR,CEZCAN_FSR,qmof,120,4,0.03333333333333333,1442.2535328000015,50647.981239534594,0.047285563541609656
qmof__CIBPUA_FSR,CIBPUA_FSR,qmof,138,4,0.028985507246376812,2005.0831999999978,37964.859566976,0.08770002110792852
qmof__CIBRIR_FSR,CIBRIR_FSR,qmof,73,1,0.0136986301369863,639.0740799999999,33913.350322063,0.03129173220025578
qmof__CIBYAO_FSR,CIBYAO_FSR,qmof,148,4,0.02702702702702703,1570.6769056000003,55239.29621854531,0.04721585069506313
qmof__CIDDIE_FSR,CIDDIE_FSR,qmof,80,2,0.025,755.4578799999999,27249.492158600136,0.04603635603957102
qmof__CIFFUU_FSR,CIFFUU_FSR,qmof,132,4,0.030303030303030304,1314.620080000001,57760.36581286182,0.03779370109340137
qmof__CIGPAK_FSR,CIGPAK_FSR,qmof,42,2,0.047619047619047616,531.3352799999997,33347.71678972482,0.02645767311346204
qmof__CIHFUU_FSR,CIHFUU_FSR,qmof,80,4,0.05,608.2970399999997,41764.90886011255,0.02418539933608801
qmof__CIHXOJ_FSR,CIHXOJ_FSR,qmof,60,2,0.03333333333333333,1022.3032400000016,36272.703082306914,0.04680032982597872
qmof__CIJPAO_FSR,CIJPAO_FSR,qmof,284,4,0.014084507042253521,2452.954400000008,55173.77651228735,0.07382540886758507
qmof__CILDAD_FSR,CILDAD_FSR,qmof,136,8,0.058823529411764705,2160.03968,38827.08751037523,0.0923795861095093
qmof__CILQEW_FSR,CILQEW_FSR,qmof,60,2,0.03333333333333333,950.4954800000013,41695.264576126996,0.03785405592726257
qmof__CILXIE_FSR,CILXIE_FSR,qmof,82,6,0.07317073170731707,1221.8370399999997,33160.01290672696,0.06118538444619588
qmof__CIQMIA_FSR,CIQMIA_FSR,qmof,140,4,0.02857142857142857,1821.9590399999968,46940.37014083743,0.06445271212365118
qmof__CISTAB_FSR,CISTAB_FSR,qmof,108,8,0.07407407407407407,2256.4407999999994,48840.20221471495,0.07671770242468937
qmof__CITNAW_FSR,CITNAW_FSR,qmof,276,4,0.014492753623188406,3208.2769599999947,78118.02083297938,0.06819769845351174
qmof__CIYZAM_FSR,CIYZAM_FSR,qmof,106,4,0.03773584905660377,1814.9783199999983,40579.91712230695,0.07426930903551086
qmof__CIYZOA_FSR,CIYZOA_FSR,qmof,86,6,0.06976744186046512,3266.9667599999993,49078.29126781504,0.11053616159251305
qmof__CODWOK_FSR,CODWOK_FSR,qmof,108,4,0.037037037037037035,1882.8186399999988,45903.375036812555,0.06811032749847619
qmof__COKLEV_FSR,COKLEV_FSR,qmof,74,2,0.02702702702702703,965.1727200000001,29573.555702036847,0.054193923237515824
qmof__COKPID_FSR,COKPID_FSR,qmof,90,6,0.06666666666666667,1445.4776399999994,26985.03609974622,0.08894826311310153
qmof__COMMUN_FSR,COMMUN_FSR,qmof,132,4,0.030303030303030304,1843.5691200000024,47709.40805181943,0.06416593017486918
qmof__COPACT02_FSR,COPACT02_FSR,qmof,32,4,0.125,490.3600799999999,43540.1065665242,0.018701425737142
qmof__COQPAZ_FSR,COQPAZ_FSR,qmof,58,2,0.034482758620689655,748.19964,40197.50689281302,0.030907755924987214
qmof__COQYUD_FSR,COQYUD_FSR,qmof,80,2,0.025,604.5686625599998,37471.11755577544,0.026791565026815147
qmof__COWKIJ_FSR,COWKIJ_FSR,qmof,126,2,0.015873015873015872,1229.9595199999999,42036.71506493773,0.04858599988466081
qmof__COWSAK_FSR,COWSAK_FSR,qmof,93,1,0.010752688172043012,905.3916000000007,42378.49844396941,0.035476436815222404
qmof__CUFORM02_FSR,CUFORM02_FSR,qmof,72,8,0.1111111111111111,1228.64704,48136.66797916536,0.0423838311755501
qmof__CUGVUW_FSR,CUGVUW_FSR,qmof,147,3,0.02040816326530612,1529.918879999998,30779.84510358273,0.08253745463693722
qmof__CUKZOY_FSR,CUKZOY_FSR,qmof,146,12,0.0821917808219178,1951.9714399999964,42263.19238583648,0.07669380020837484
qmof__CUMDIZ_FSR,CUMDIZ_FSR,qmof,244,10,0.040983606557377046,2649.5657548800027,33675.319610253784,0.13065079994561057
qmof__CUNVEN_FSR,CUNVEN_FSR,qmof,102,4,0.0392156862745098,1299.4243100000006,51445.74775739631,0.041942141477271704
qmof__CUQRUD_FSR,CUQRUD_FSR,qmof,92,4,0.043478260869565216,1066.3619200000014,57661.451221025054,0.03070917553751967
qmof__CURZIZ_FSR,CURZIZ_FSR,qmof,42,2,0.047619047619047616,1004.7489199999998,54730.70329386499,0.03048425716048087
qmof__CUSFAZ_FSR,CUSFAZ_FSR,qmof,96,8,0.08333333333333333,1277.0932799999987,47181.682880304594,0.044946749536515035
qmof__CUSGOO_FSR,CUSGOO_FSR,qmof,81,1,0.012345679012345678,743.4778800000001,48191.11830037791,0.02561829043264318
qmof__CUSRIS_FSR,CUSRIS_FSR,qmof,110,2,0.01818181818181818,1377.3923999999997,44454.09333011094,0.0514511424910491
qmof__CUSTOA_FSR,CUSTOA_FSR,qmof,116,2,0.017241379310344827,1173.7461600000006,35525.60100291985,0.054863290076121236
qmof__CUVCOM_FSR,CUVCOM_FSR,qmof,124,4,0.03225806451612903,2297.4745200000034,41375.11272506533,0.0922063033478313
qmof__CUXPOB_FSR,CUXPOB_FSR,qmof,140,4,0.02857142857142857,1880.7639599999993,44343.36209217822,0.07042952729071941
qmof__CUYDAC_FSR,CUYDAC_FSR,qmof,86,2,0.023255813953488372,956.0083200000004,44869.1283286917,0.03538043243731815
qmof__CUYSAR_FSR,CUYSAR_FSR,qmof,76,2,0.02631578947368421,767.8751199999999,47990.4503504408,0.0265695909440127
qmof__CUZNUG_FSR,CUZNUG_FSR,qmof,148,4,0.02702702702702703,1738.8595200000004,60086.27793667465,0.04805496801336942
qmof__DABWUA01_FSR,DABWUA01_FSR,qmof,140,4,0.02857142857142857,1543.2839999999997,76221.53460479254,0.03362151373816057
qmof__DACQEG_FSR,DACQEG_FSR,qmof,89,3,0.033707865168539325,1714.6635199999982,33913.438203897414,0.08395685934039719
qmof__DACVOT_FSR,DACVOT_FSR,qmof,74,2,0.02702702702702703,929.6953600000004,42410.64881814307,0.0364011282151459
qmof__DAFGUN_FSR,DAFGUN_FSR,qmof,74,2,0.02702702702702703,885.6843200000001,30911.57341266523,0.04757808327648791
qmof__DAKLOS_FSR,DAKLOS_FSR,qmof,62,2,0.03225806451612903,944.1963600000012,41832.660851928566,0.03747968478197431
qmof__DALCAX_FSR,DALCAX_FSR,qmof,102,2,0.0196078431372549,1012.1873600000007,36841.92722436989,0.04562130107262503
qmof__DAMYIC_FSR,DAMYIC_FSR,qmof,84,4,0.047619047619047616,1279.21744,39373.37582654787,0.05394992146860279
qmof__DAPKEM_FSR,DAPKEM_FSR,qmof,68,4,0.058823529411764705,968.1800800000017,55625.062629801796,0.028902454583171488
qmof__DAPYUP_FSR,DAPYUP_FSR,qmof,80,4,0.05,1255.9998400000006,50711.10824194652,0.04112780955234936
qmof__DAQLUF_FSR,DAQLUF_FSR,qmof,190,2,0.010526315789473684,1918.4100000000012,60034.01689066275,0.05306316178305856
qmof__DAXDIS_FSR,DAXDIS_FSR,qmof,116,4,0.034482758620689655,1403.3050400000002,52931.61406047708,0.044023649810003035
qmof__DAYGUH_FSR,DAYGUH_FSR,qmof,52,4,0.07692307692307693,728.9684800000001,44799.86804172,0.027019736715134014
qmof__DAYRIG_FSR,DAYRIG_FSR,qmof,128,4,0.03125,1630.1598400000005,54157.336981096916,0.049982961681946034
qmof__DAYVIJ_FSR,DAYVIJ_FSR,qmof,74,2,0.02702702702702703,805.4671200000001,36062.197331471245,0.037088966247061
qmof__DECCOE_FSR,DECCOE_FSR,qmof,73,1,0.0136986301369863,664.1313200000002,45313.73020798941,0.024337347579877353
qmof__DEDPAD_FSR,DEDPAD_FSR,qmof,64,4,0.0625,1123.594720000001,41368.69866724549,0.04510107853749709
qmof__DEFNOU_FSR,DEFNOU_FSR,qmof,81,9,0.1111111111111111,1363.9070399999985,40982.47984596598,0.055263149805555245
qmof__DEGJEG_FSR,DEGJEG_FSR,qmof,64,4,0.0625,838.7018400000006,44951.17803800564,0.030982439867800488
qmof__DEJNIQ_FSR,DEJNIQ_FSR,qmof,292,4,0.0136986301369863,3133.249424000006,51292.87852876803,0.10143480387898055
qmof__DEKQUF_FSR,DEKQUF_FSR,qmof,168,4,0.023809523809523808,2050.8671199999985,36984.895792826304,0.0920793448288146
qmof__DEKZEB_FSR,DEKZEB_FSR,qmof,52,2,0.038461538461538464,632.1243999999999,29117.073436532606,0.03604988885435473
qmof__DEMPER_FSR,DEMPER_FSR,qmof,132,4,0.030303030303030304,1108.8175200000005,30370.51400254815,0.060625737501052636
qmof__DEMPOB_FSR,DEMPOB_FSR,qmof,132,4,0.030303030303030304,1173.0125971200005,31640.665699131823,0.06156107022694953
qmof__DEMVAT_FSR,DEMVAT_FSR,qmof,116,4,0.034482758620689655,1386.1984000000014,48679.934113600415,0.04728512146065782
qmof__DEPHUC01_FSR,DEPHUC01_FSR,qmof,128,4,0.03125,1616.5487599999992,36016.37167872744,0.07453117135142336
qmof__DESHOZ_FSR,DESHOZ_FSR,qmof,140,8,0.05714285714285714,2292.1732800000013,66782.99242927918,0.05699420077480564
qmof__DETMIB_FSR,DETMIB_FSR,qmof,100,4,0.04,1258.571140000001,37336.50224322514,0.055974888393422594
qmof__DEXVEJ_FSR,DEXVEJ_FSR,qmof,123,1,0.008130081300813009,1046.0424350000012,38711.10969448436,0.044870693254406596
qmof__DIBWUI_FSR,DIBWUI_FSR,qmof,84,4,0.047619047619047616,1277.5001000000007,29380.00016601289,0.07220349937538108
qmof__DICJUW_FSR,DICJUW_FSR,qmof,104,4,0.038461538461538464,1524.271159999998,42201.36297068649,0.059977015695673916
qmof__DIHJEL_FSR,DIHJEL_FSR,qmof,70,2,0.02857142857142857,666.4040100000001,45281.23986554595,0.02443815354945461
qmof__DIHQET_FSR,DIHQET_FSR,qmof,62,2,0.03225806451612903,1528.0951400000004,39966.70413325531,0.06348939029326256
qmof__DIJCEF_FSR,DIJCEF_FSR,qmof,50,2,0.04,856.9353600000009,28313.664206181173,0.050257523451178246
qmof__DIKRUL_FSR,DIKRUL_FSR,qmof,76,8,0.10526315789473684,1016.3436000000014,40339.92127009833,0.04183642902000071
qmof__DILPAR_FSR,DILPAR_FSR,qmof,138,4,0.028985507246376812,1851.6962799999988,37173.04125248129,0.08271623490619419
qmof__DINDUZ_FSR,DINDUZ_FSR,qmof,116,12,0.10344827586206896,3694.6769760000016,47766.45545298048,0.12844066822489628
qmof__DISPUT_FSR,DISPUT_FSR,qmof,142,2,0.014084507042253521,1313.30872,34527.65909833828,0.06316096987216248
qmof__DITROP_FSR,DITROP_FSR,qmof,71,3,0.04225352112676056,991.6804800000015,43622.71687040079,0.03774923472824751
